Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
CD58,Lymphocyte function-associated antigen 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,21920,118,14.86 [6.61-33.44],6.896325386290542e-11
CD58,Lymphocyte function-associated antigen 3,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,20906,3850,0.59 [0.50-0.69],1.8448325201024234e-10
CD58,Lymphocyte function-associated antigen 3,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",17779,723,0.46 [0.32-0.67],3.801899436282621e-05
CD58,Lymphocyte function-associated antigen 3,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,22219,5163,0.71 [0.62-0.82],1.7175600434366117e-06
CD58,Lymphocyte function-associated antigen 3,"Chapter IV Endocrine, nutritional and metabolic diseases",Other disorders of glucose regulation and pancreatic internal secretion,23641,265,4.89 [2.65-9.03],3.864450083978506e-07
CD58,Lymphocyte function-associated antigen 3,Chapter IX Diseases of the circulatory system,Angina pectoris,20747,1483,0.59 [0.45-0.76],5.42477188402405e-05
CD58,Lymphocyte function-associated antigen 3,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,14555,169,11.31 [5.16-24.81],1.397663319486788e-09
CD58,Lymphocyte function-associated antigen 3,Chapter IX Diseases of the circulatory system,Oesophageal varices,22220,72,11.73 [3.99-34.48],7.71200432562484e-06
CD58,Lymphocyte function-associated antigen 3,Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,22333,66,14.45 [4.90-42.60],1.2813189744149946e-06
CD58,Lymphocyte function-associated antigen 3,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,22720,331,0.34 [0.20-0.58],7.167687168340517e-05
CD58,Lymphocyte function-associated antigen 3,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",23444,136,6.73 [2.90-15.63],9.355808911920016e-06
CD58,Lymphocyte function-associated antigen 3,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,22799,159,5.46 [2.46-12.11],2.967493351389872e-05
CD58,Lymphocyte function-associated antigen 3,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,22330,1548,4.26 [3.30-5.50],1.0598917340517574e-28
CD58,Lymphocyte function-associated antigen 3,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,23400,86,20.37 [8.45-49.08],1.870678766475672e-11
CD58,Lymphocyte function-associated antigen 3,Chapter XIV Diseases of the genitourinary system,Dialysis,20887,105,28.57 [14.40-56.69],8.966920963908155e-22
CD58,Lymphocyte function-associated antigen 3,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,23350,2833,1.91 [1.57-2.31],4.4834141854186536e-11
