Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
MASP1,Mannan-binding lectin serine protease 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,49480,5735,0.80 [0.72-0.88],8.221060041631218e-06
MASP1,Mannan-binding lectin serine protease 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,50086,3005,0.74 [0.65-0.85],1.963657061733749e-05
MASP1,Mannan-binding lectin serine protease 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,50084,3003,0.74 [0.64-0.85],1.4500448500127264e-05
MASP1,Mannan-binding lectin serine protease 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,50393,2361,0.65 [0.56-0.76],3.9321764108956366e-08
MASP1,Mannan-binding lectin serine protease 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,49776,3638,2.31 [2.04-2.61],7.339089454078307e-40
MASP1,Mannan-binding lectin serine protease 1,Chapter IX Diseases of the circulatory system,"Hypertension, portal",50699,150,4.61 [2.49-8.52],1.081655832367788e-06
MASP1,Mannan-binding lectin serine protease 1,Chapter VI Diseases of the nervous system,Falls/tendency to fall,49855,5108,0.80 [0.72-0.89],4.608408145671919e-05
MASP1,Mannan-binding lectin serine protease 1,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",50751,202,7.92 [4.73-13.26],3.718722703225942e-15
MASP1,Mannan-binding lectin serine protease 1,Chapter XI Diseases of the digestive system,Diseases of liver,50791,1664,1.76 [1.46-2.12],2.3319085971738237e-09
MASP1,Mannan-binding lectin serine protease 1,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,49372,245,5.62 [3.50-9.03],1.020422002840805e-12
MASP1,Mannan-binding lectin serine protease 1,Chapter XI Diseases of the digestive system,Hernia,47829,6401,0.82 [0.75-0.90],3.949644939053661e-05
MASP1,Mannan-binding lectin serine protease 1,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,50977,728,2.20 [1.67-2.91],2.364457033617412e-08
MASP1,Mannan-binding lectin serine protease 1,Chapter XI Diseases of the digestive system,Other diseases of liver,50488,1361,1.80 [1.46-2.20],2.00786737393844e-08
MASP1,Mannan-binding lectin serine protease 1,Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,49322,195,4.59 [2.69-7.82],2.1146611629713012e-08
MASP1,Mannan-binding lectin serine protease 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,44832,875,0.54 [0.42-0.69],1.2529115499687486e-06
MASP1,Mannan-binding lectin serine protease 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,44324,367,0.46 [0.31-0.68],9.521155080091324e-05
