Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ABO,Histo-blood group ABO system transferase,41795,485,1.07 [1.01-1.13],0.0327181766248332
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",46932,551,1.25 [1.15-1.36],2.9983963790041706e-07
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ACE2,Angiotensin-converting enzyme 2,47159,553,1.48 [1.31-1.67],2.5043878214178325e-10
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ACRBP,Acrosin-binding protein,41578,478,1.26 [1.03-1.53],0.0241829487411677
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ACVRL1,Serine/threonine-protein kinase receptor R3,47583,559,1.43 [1.07-1.91],0.0161993218491253
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ACY1,Aminoacylase-1,48031,569,1.13 [1.01-1.27],0.038753067604294
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADA2,Adenosine deaminase 2,47764,566,1.34 [1.13-1.59],0.0006303645145983
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,40565,472,1.39 [1.11-1.74],0.0045757684897563
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,48374,562,1.57 [1.22-2.01],0.0004338148115933
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,41597,477,1.39 [1.05-1.84],0.020710708209882
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,48627,569,0.72 [0.53-0.97],0.0321061689702944
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,47818,555,1.22 [1.02-1.46],0.0283741680496022
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,40565,472,1.37 [1.09-1.73],0.0071732544297413
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADAMTSL2,ADAMTS-like protein 2,41772,486,1.28 [1.00-1.64],0.0477602130690185
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADGRE1,Adhesion G protein-coupled receptor E1,41597,477,1.25 [1.07-1.46],0.004119643966421
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADGRG1,Adhesion G-protein coupled receptor G1,47818,555,1.11 [1.01-1.21],0.0252400213565985
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADGRG2,Adhesion G-protein coupled receptor G2,48031,569,0.59 [0.45-0.77],7.092587847411839e-05
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,47159,553,1.09 [1.00-1.20],0.0474236407301988
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ADM,Pro-adrenomedullin,48441,564,1.55 [1.16-2.08],0.0029583260047095
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,AGR2,Anterior gradient protein 2 homolog,46540,539,1.23 [1.14-1.33],3.306040350590214e-08
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,AGRN,Agrin,48235,568,1.32 [1.07-1.62],0.0087159063108485
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,AGRP,Agouti-related protein,48557,566,1.16 [1.01-1.34],0.0421652327908429
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,AGXT,Serine--pyruvate aminotransferase,48031,569,1.27 [1.16-1.39],1.6168061089112953e-07
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ALCAM,CD166 antigen,48627,569,1.49 [1.03-2.16],0.0336395528604451
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",41692,478,1.28 [1.08-1.52],0.0045935141448883
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,AMBP,Protein AMBP,48371,562,2.08 [1.45-2.99],7.555328861389456e-05
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,AMOT,Angiomotin,40843,469,1.58 [1.28-1.95],2.465655189184032e-05
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ANGPT2,Angiopoietin-2,48441,564,1.31 [1.08-1.60],0.0059328572863455
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ANGPTL2,Angiopoietin-related protein 2,48080,567,1.29 [1.07-1.54],0.006811515550367
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ANGPTL4,Angiopoietin-related protein 4,48158,567,1.25 [1.06-1.47],0.0090088734788796
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ANPEP,Aminopeptidase N,48151,573,1.95 [1.54-2.48],4.5458620649009537e-08
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,ANXA10,Annexin A10,46914,544,1.18 [1.09-1.29],0.00011403443936
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,APLP1,Amyloid-like protein 1,48031,569,0.82 [0.71-0.95],0.008860451322143
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,APOA1,Apolipoprotein A-I,41831,486,0.65 [0.45-0.92],0.0148680546070897
Chapter XI Diseases of the digestive system,Other diseases of biliary tract,APOA2,Apolipoprotein A-II,41795,485,1.45 [1.22-1.72],2.268328229537429e-05
