Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Constipation,ADA2,Adenosine deaminase 2,27928,1201,1.39 [1.24-1.57],4.437082093744563e-08
Chapter XI Diseases of the digestive system,Constipation,ADM,Pro-adrenomedullin,28364,1211,1.69 [1.40-2.05],8.096912370863639e-08
Chapter XI Diseases of the digestive system,Constipation,AGR2,Anterior gradient protein 2 homolog,27222,1146,1.19 [1.13-1.25],7.477664500042705e-11
Chapter XI Diseases of the digestive system,Constipation,AREG,Amphiregulin,27986,1193,1.38 [1.25-1.52],6.590677511704138e-11
Chapter XI Diseases of the digestive system,Constipation,BST2,Bone marrow stromal antigen 2,28379,1208,1.34 [1.24-1.45],2.708483042410643e-13
Chapter XI Diseases of the digestive system,Constipation,BTN2A1,Butyrophilin subfamily 2 member A1,28238,1214,1.79 [1.48-2.16],2.1735929994864307e-09
Chapter XI Diseases of the digestive system,Constipation,CA6,Carbonic anhydrase 6,28011,1197,0.80 [0.74-0.87],5.927215716878529e-08
Chapter XI Diseases of the digestive system,Constipation,CD27,CD27 antigen,28179,1201,1.51 [1.33-1.70],4.102939112296728e-11
Chapter XI Diseases of the digestive system,Constipation,CD276,CD276 antigen,28093,1207,1.72 [1.49-1.99],2.719246494731423e-13
Chapter XI Diseases of the digestive system,Constipation,CD300E,CMRF35-like molecule 2,28275,1206,1.42 [1.25-1.61],3.2389960397049184e-08
Chapter XI Diseases of the digestive system,Constipation,CD74,HLA class II histocompatibility antigen gamma chain,28379,1208,1.52 [1.32-1.74],7.945237034188252e-09
Chapter XI Diseases of the digestive system,Constipation,CD79B,B-cell antigen receptor complex-associated protein beta chain,28449,1219,1.41 [1.26-1.57],1.7270799814934631e-09
Chapter XI Diseases of the digestive system,Constipation,CD80,T-lymphocyte activation antigen CD80,24429,1036,1.56 [1.33-1.83],5.804681928677653e-08
Chapter XI Diseases of the digestive system,Constipation,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",24357,1027,1.50 [1.31-1.71],2.3908337048217082e-09
Chapter XI Diseases of the digestive system,Constipation,CHGA,Chromogranin-A,24422,1035,1.28 [1.21-1.36],9.024472841506135e-16
Chapter XI Diseases of the digestive system,Constipation,CKAP4,Cytoskeleton-associated protein 4,28298,1213,1.93 [1.63-2.28],2.439763602093523e-14
Chapter XI Diseases of the digestive system,Constipation,CKB,Creatine kinase B-type,24422,1035,1.38 [1.25-1.52],1.4285636154440595e-10
Chapter XI Diseases of the digestive system,Constipation,CNDP1,Beta-Ala-His dipeptidase,28195,1209,0.74 [0.67-0.83],2.569676424150903e-08
Chapter XI Diseases of the digestive system,Constipation,COL18A1,Collagen alpha-1(XVIII) chain,28207,1212,1.87 [1.51-2.33],1.6954589002470424e-08
Chapter XI Diseases of the digestive system,Constipation,COL4A1,Collagen alpha-1(IV) chain,28111,1214,1.50 [1.33-1.70],6.938491488208641e-11
Chapter XI Diseases of the digestive system,Constipation,COL6A3,Collagen alpha-3(VI) chain,28459,1222,1.64 [1.42-1.90],1.1235045592132744e-11
Chapter XI Diseases of the digestive system,Constipation,CRIM1,Cysteine-rich motor neuron 1 protein,28238,1214,1.99 [1.56-2.53],2.1676698561510127e-08
Chapter XI Diseases of the digestive system,Constipation,CSF1,Macrophage colony-stimulating factor 1,28238,1214,1.88 [1.57-2.24],4.803441078461866e-12
Chapter XI Diseases of the digestive system,Constipation,CST3,Cystatin-C,28148,1208,1.65 [1.38-1.97],2.7311542933490205e-08
Chapter XI Diseases of the digestive system,Constipation,CTSL,Cathepsin L1,28111,1214,1.85 [1.52-2.27],1.6179102508888047e-09
Chapter XI Diseases of the digestive system,Constipation,CXADR,Coxsackievirus and adenovirus receptor,28096,1209,1.32 [1.21-1.45],2.102182528793484e-09
Chapter XI Diseases of the digestive system,Constipation,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",28179,1201,1.50 [1.30-1.73],2.4495575183651844e-08
Chapter XI Diseases of the digestive system,Constipation,DLL1,Delta-like protein 1,28179,1201,1.63 [1.37-1.93],2.3779330571927853e-08
Chapter XI Diseases of the digestive system,Constipation,DSC2,Desmocollin-2,27764,1192,1.49 [1.29-1.72],7.246178399700657e-08
Chapter XI Diseases of the digestive system,Constipation,EDA2R,Tumor necrosis factor receptor superfamily member 27,28364,1211,1.74 [1.52-1.99],9.407043653463004e-16
Chapter XI Diseases of the digestive system,Constipation,EFNA4,Ephrin-A4,27874,1193,1.63 [1.37-1.93],2.815146977548932e-08
Chapter XI Diseases of the digestive system,Constipation,EPHA2,Ephrin type-A receptor 2,27099,1154,1.67 [1.42-1.97],6.705170399938363e-10
Chapter XI Diseases of the digestive system,Constipation,EPHB4,Ephrin type-B receptor 4,28459,1222,1.85 [1.52-2.25],5.673866470009159e-10
Chapter XI Diseases of the digestive system,Constipation,FSTL1,Follistatin-related protein 1,23753,1006,1.97 [1.54-2.53],6.643858303478776e-08
Chapter XI Diseases of the digestive system,Constipation,FSTL3,Follistatin-related protein 3,28052,1203,1.62 [1.39-1.90],1.905068692142553e-09
Chapter XI Diseases of the digestive system,Constipation,GAST,Gastrin,24357,1027,1.19 [1.14-1.24],1.046449360134356e-16
Chapter XI Diseases of the digestive system,Constipation,GDF15,Growth/differentiation factor 15,28459,1222,1.64 [1.52-1.77],2.402346212741974e-38
Chapter XI Diseases of the digestive system,Constipation,GFRA1,GDNF family receptor alpha-1,28327,1210,1.83 [1.53-2.18],2.1198407005989728e-11
Chapter XI Diseases of the digestive system,Constipation,GUCA2A,Guanylin,27969,1192,1.54 [1.32-1.80],3.682004061716019e-08
Chapter XI Diseases of the digestive system,Constipation,HAVCR1,Hepatitis A virus cellular receptor 1,28327,1208,1.36 [1.26-1.47],1.0046708907589484e-14
Chapter XI Diseases of the digestive system,Constipation,HAVCR2,Hepatitis A virus cellular receptor 2,28103,1199,1.65 [1.43-1.90],2.596972105112645e-12
Chapter XI Diseases of the digestive system,Constipation,ICAM1,Intercellular adhesion molecule 1,27978,1201,1.58 [1.34-1.88],9.951925299672248e-08
Chapter XI Diseases of the digestive system,Constipation,IGFBP2,Insulin-like growth factor-binding protein 2,28405,1219,1.35 [1.24-1.46],1.9730098488946632e-13
Chapter XI Diseases of the digestive system,Constipation,IGFBP4,Insulin-like growth factor-binding protein 4,27746,1186,1.46 [1.29-1.64],6.429186385686946e-10
Chapter XI Diseases of the digestive system,Constipation,IGFBP7,Insulin-like growth factor-binding protein 7,28459,1222,1.52 [1.31-1.76],3.10021876279015e-08
Chapter XI Diseases of the digestive system,Constipation,IL10RB,Interleukin-10 receptor subunit beta,28238,1214,1.55 [1.32-1.83],8.055336653029716e-08
Chapter XI Diseases of the digestive system,Constipation,IL18BP,Interleukin-18-binding protein,28195,1209,1.73 [1.48-2.02],3.869777722504817e-12
Chapter XI Diseases of the digestive system,Constipation,IL1R1,Interleukin-1 receptor type 1,28052,1197,1.88 [1.51-2.33],1.441291001246184e-08
Chapter XI Diseases of the digestive system,Constipation,IL2RA,Interleukin-2 receptor subunit alpha,27928,1204,1.43 [1.27-1.61],5.8416266649856965e-09
Chapter XI Diseases of the digestive system,Constipation,KRT19,"Keratin, type I cytoskeletal 19",28058,1208,1.23 [1.14-1.32],2.4332937835345557e-08
Chapter XI Diseases of the digestive system,Constipation,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,28093,1207,1.40 [1.26-1.55],3.4910029910210124e-10
Chapter XI Diseases of the digestive system,Constipation,LAYN,Layilin,27872,1195,1.62 [1.39-1.87],1.936805647661696e-10
Chapter XI Diseases of the digestive system,Constipation,LGALS4,Galectin-4,28093,1207,1.45 [1.33-1.58],1.1538891218859382e-16
Chapter XI Diseases of the digestive system,Constipation,LGALS9,Galectin-9,28095,1209,1.63 [1.40-1.89],1.7696306855075256e-10
Chapter XI Diseases of the digestive system,Constipation,LRRN1,Leucine-rich repeat neuronal protein 1,27594,1178,0.67 [0.59-0.76],1.527785426101837e-09
Chapter XI Diseases of the digestive system,Constipation,LTBP2,Latent-transforming growth factor beta-binding protein 2,28459,1222,1.59 [1.36-1.86],6.0835484047283845e-09
Chapter XI Diseases of the digestive system,Constipation,LTBR,Tumor necrosis factor receptor superfamily member 3,27938,1202,1.69 [1.41-2.01],5.3400638150192605e-09
Chapter XI Diseases of the digestive system,Constipation,MERTK,Tyrosine-protein kinase Mer,28449,1219,1.84 [1.52-2.22],2.915977662139093e-10
Chapter XI Diseases of the digestive system,Constipation,NECTIN2,Nectin-2,28078,1213,1.81 [1.53-2.15],3.421455861301339e-12
Chapter XI Diseases of the digestive system,Constipation,NEFL,Neurofilament light polypeptide,27354,1153,1.50 [1.35-1.67],8.117783411753891e-14
Chapter XI Diseases of the digestive system,Constipation,NPC2,NPC intracellular cholesterol transporter 2,24023,1022,1.74 [1.49-2.02],2.076875861232924e-12
Chapter XI Diseases of the digestive system,Constipation,NT5C1A,Cytosolic 5'-nucleotidase 1A,24357,1027,1.48 [1.28-1.71],7.366641747221164e-08
Chapter XI Diseases of the digestive system,Constipation,OCLN,Occludin,24393,1033,1.58 [1.40-1.79],2.954357584894701e-13
Chapter XI Diseases of the digestive system,Constipation,PALM2,Paralemmin-2,24357,1027,1.53 [1.33-1.75],1.2490068716025695e-09
Chapter XI Diseases of the digestive system,Constipation,PDCD1,Programmed cell death protein 1,28321,1209,1.47 [1.32-1.65],9.175314826727836e-12
Chapter XI Diseases of the digestive system,Constipation,PIGR,Polymeric immunoglobulin receptor,27747,1183,1.57 [1.38-1.79],1.2999730785858368e-11
Chapter XI Diseases of the digestive system,Constipation,PLAUR,Urokinase plasminogen activator surface receptor,27905,1200,1.85 [1.55-2.21],1.521823014267811e-11
Chapter XI Diseases of the digestive system,Constipation,RBFOX3,RNA binding protein fox-1 homolog 3,24393,1033,1.52 [1.34-1.72],5.127408564593418e-11
Chapter XI Diseases of the digestive system,Constipation,REG3A,Regenerating islet-derived protein 3-alpha,28459,1222,1.25 [1.16-1.35],2.6125638074865304e-08
Chapter XI Diseases of the digestive system,Constipation,RNASE6,Ribonuclease K6,24284,1030,1.68 [1.44-1.95],2.2773780286180268e-11
Chapter XI Diseases of the digestive system,Constipation,RNASET2,Ribonuclease T2,28313,1216,1.77 [1.48-2.11],3.5309131442390544e-10
Chapter XI Diseases of the digestive system,Constipation,RNF149,E3 ubiquitin-protein ligase RNF149,23753,1006,1.79 [1.48-2.16],2.644498295758519e-09
Chapter XI Diseases of the digestive system,Constipation,SCARB2,Lysosome membrane protein 2,27389,1178,1.64 [1.38-1.93],8.92825005036379e-09
Chapter XI Diseases of the digestive system,Constipation,SCGN,Secretagogin,27594,1178,1.43 [1.28-1.60],1.3226330501858988e-10
Chapter XI Diseases of the digestive system,Constipation,SHISA5,Protein shisa-5,24422,1035,1.88 [1.54-2.31],9.43694369288983e-10
Chapter XI Diseases of the digestive system,Constipation,SIGLEC1,Sialoadhesin,28238,1214,1.37 [1.22-1.54],6.129831257342475e-08
Chapter XI Diseases of the digestive system,Constipation,SPINK1,Serine protease inhibitor Kazal-type 1,28103,1199,1.40 [1.25-1.56],5.643972056783558e-09
Chapter XI Diseases of the digestive system,Constipation,SPINK4,Serine protease inhibitor Kazal-type 4,28096,1209,1.25 [1.16-1.35],8.558662203318e-09
Chapter XI Diseases of the digestive system,Constipation,SPON2,Spondin-2,27976,1210,1.52 [1.31-1.76],1.8890828182794645e-08
Chapter XI Diseases of the digestive system,Constipation,ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",28459,1222,1.58 [1.33-1.86],8.737005070160532e-08
Chapter XI Diseases of the digestive system,Constipation,TFF2,Trefoil factor 2,28195,1212,1.25 [1.15-1.36],9.481323644217245e-08
Chapter XI Diseases of the digestive system,Constipation,TFF3,Trefoil factor 3,28072,1206,1.30 [1.19-1.41],5.203425903384408e-10
Chapter XI Diseases of the digestive system,Constipation,TFPI2,Tissue factor pathway inhibitor 2,28083,1195,1.31 [1.19-1.45],7.87660592135591e-08
Chapter XI Diseases of the digestive system,Constipation,TGFBR2,TGF-beta receptor type-2,28179,1201,1.62 [1.39-1.88],4.4035481653071983e-10
Chapter XI Diseases of the digestive system,Constipation,TIMP1,Metalloproteinase inhibitor 1,27781,1198,1.68 [1.42-1.98],1.193467926064095e-09
Chapter XI Diseases of the digestive system,Constipation,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,27922,1196,1.24 [1.15-1.34],5.6433125553405624e-08
Chapter XI Diseases of the digestive system,Constipation,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,28449,1219,1.47 [1.29-1.68],4.930871976553074e-09
Chapter XI Diseases of the digestive system,Constipation,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,28179,1201,1.57 [1.36-1.80],2.0254158966871846e-10
Chapter XI Diseases of the digestive system,Constipation,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,28143,1208,1.64 [1.39-1.93],2.269077248475671e-09
Chapter XI Diseases of the digestive system,Constipation,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,28103,1199,1.81 [1.53-2.14],6.92750484490959e-12
Chapter XI Diseases of the digestive system,Constipation,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,28103,1199,1.50 [1.36-1.66],3.6197659251192e-16
Chapter XI Diseases of the digestive system,Constipation,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,28398,1216,1.47 [1.29-1.67],5.212961719296898e-09
Chapter XI Diseases of the digestive system,Constipation,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,27922,1196,1.39 [1.23-1.56],6.835974028838287e-08
Chapter XI Diseases of the digestive system,Constipation,VSIG2,V-set and immunoglobulin domain-containing protein 2,24314,1030,1.49 [1.36-1.64],3.034370806208692e-17
Chapter XI Diseases of the digestive system,Constipation,VSIG4,V-set and immunoglobulin domain-containing protein 4,28064,1198,1.53 [1.35-1.74],2.9748880154733485e-11
Chapter XI Diseases of the digestive system,Constipation,WFDC2,WAP four-disulfide core domain protein 2,26662,1134,1.76 [1.56-2.00],1.036679542552745e-18
Chapter XI Diseases of the digestive system,Constipation,YAP1,Transcriptional coactivator YAP1,24357,1027,1.94 [1.58-2.38],1.965340465950076e-10
