Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,44653,1815,2.06 [1.79-2.37],2.9754465077280062e-24
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,43931,439,4.22 [3.29-5.41],7.557860949721859e-30
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,33713,1586,2.98 [2.56-3.47],3.8372895407246344e-45
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,45527,174,4.97 [3.45-7.14],5.11535043591158e-18
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,44462,116,4.04 [2.52-6.48],7.053865003842766e-09
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,49514,240,3.64 [2.62-5.05],1.2793371796353472e-14
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,Other septicaemia,49428,154,4.10 [2.76-6.09],3.1597097090640936e-12
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",48904,831,1.94 [1.59-2.36],5.391216470097098e-11
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,48353,280,2.67 [1.94-3.69],2.074099828063403e-09
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,48646,573,1.96 [1.55-2.49],2.142631957384292e-08
CD48,CD48 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,45844,1599,2.83 [2.45-3.27],3.933499143858955e-45
CD48,CD48 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,48997,394,2.40 [1.82-3.17],7.239470541992023e-10
CD48,CD48 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,48351,712,2.63 [2.14-3.24],1.2281883132508597e-19
CD48,CD48 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,48351,712,2.63 [2.14-3.24],1.2281883132508597e-19
CD48,CD48 antigen,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),44567,933,2.25 [1.87-2.72],3.006547723273753e-17
CD48,CD48 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,48567,1087,1.94 [1.63-2.31],1.778183447640098e-13
CD48,CD48 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,46967,268,5.70 [4.29-7.58],4.859120412140794e-33
CD48,CD48 antigen,Chapter IX Diseases of the circulatory system,Peripheral artery disease,49232,223,3.22 [2.30-4.49],7.94163380192556e-12
CD48,CD48 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,46939,240,5.55 [4.11-7.50],4.643439002513117e-29
CD48,CD48 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,47815,1116,3.47 [2.93-4.10],1.206906631727503e-47
CD48,CD48 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,47781,1082,3.32 [2.80-3.94],2.6637895681349063e-43
CD48,CD48 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",39488,167,3.25 [2.20-4.80],2.79767280930718e-09
CD48,CD48 antigen,Chapter V Mental and behavioural disorders,Any mental disorder,43651,1316,1.80 [1.53-2.12],1.0451630653082813e-12
CD48,CD48 antigen,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",42795,460,2.27 [1.74-2.96],1.2271651996604878e-09
CD48,CD48 antigen,Chapter V Mental and behavioural disorders,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",50811,343,2.46 [1.84-3.30],1.6985494582838763e-09
CD48,CD48 antigen,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",50942,249,3.09 [2.22-4.30],2.1596502385983462e-11
CD48,CD48 antigen,Chapter V Mental and behavioural disorders,Alcohol dependence,48074,142,3.21 [2.08-4.95],1.2639776259497582e-07
CD48,CD48 antigen,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",42991,656,1.95 [1.56-2.45],6.9552427619709484e-09
CD48,CD48 antigen,Chapter V Mental and behavioural disorders,Depression,48406,573,1.93 [1.52-2.45],7.075361769573027e-08
CD48,CD48 antigen,Chapter V Mental and behavioural disorders,Depression or dysthymia,42477,498,1.93 [1.49-2.50],7.906608575095512e-07
