Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,CHGA,Chromogranin-A,12628,388,1.23 [1.12-1.35],9.882145717613997e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,CKAP4,Cytoskeleton-associated protein 4,14477,441,1.61 [1.23-2.11],0.000585707666243
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,CNTN1,Contactin-1,14578,444,0.55 [0.42-0.74],4.60676947830936e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,CNTN2,Contactin-2,14519,442,0.64 [0.52-0.77],7.0915067371873095e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,CNTN5,Contactin-5,14424,445,0.67 [0.53-0.83],0.0003397455129993
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,COL6A3,Collagen alpha-3(VI) chain,14578,444,1.61 [1.30-2.01],1.938439559802516e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,COL9A1,Collagen alpha-1(IX) chain,14367,440,2.30 [1.95-2.70],4.9364427927364996e-24
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,COMP,Cartilage oligomeric matrix protein,14254,428,1.67 [1.29-2.16],9.240287806783678e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,CRTAC1,Cartilage acidic protein 1,14578,444,2.09 [1.55-2.81],1.109034230309734e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,CXCL14,C-X-C motif chemokine 14,14158,435,1.27 [1.14-1.42],1.743128798279204e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,DCN,Decorin,14132,430,2.63 [1.85-3.73],6.502574455731884e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,DNER,Delta and Notch-like epidermal growth factor-related receptor,14364,435,0.53 [0.38-0.76],0.0003857153762184
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,DPP10,Inactive dipeptidyl peptidase 10,14367,440,0.54 [0.42-0.70],1.5042445781544311e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,DPP6,Dipeptidyl aminopeptidase-like protein 6,14327,436,0.58 [0.45-0.75],2.3167613717349703e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,ERBB4,Receptor tyrosine-protein kinase erbB-4,14452,439,0.54 [0.38-0.78],0.0009239012226591
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,GALNT7,N-acetylgalactosaminyltransferase 7,14327,436,0.50 [0.34-0.75],0.0006956568518519
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,GAST,Gastrin,12590,388,1.13 [1.06-1.20],0.0001327349163957
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,GDF15,Growth/differentiation factor 15,14578,444,1.36 [1.16-1.61],0.0001927700135078
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,HAVCR2,Hepatitis A virus cellular receptor 2,14404,442,1.71 [1.36-2.16],5.452317519886113e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,ISLR2,Immunoglobulin superfamily containing leucine-rich repeat protein 2,13935,428,0.66 [0.52-0.83],0.0005037559278964
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,ITGB7,Integrin beta-7,14519,442,0.70 [0.57-0.85],0.0003501539596801
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,KLK14,Kallikrein-14,14519,442,0.68 [0.57-0.82],4.81513557380872e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,KLK4,Kallikrein-4,14519,442,1.41 [1.25-1.60],4.43736660589002e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,LPO,Lactoperoxidase,13907,424,0.78 [0.67-0.90],0.0006830393080306
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,LRTM2,Leucine-rich repeat and transmembrane domain-containing protein 2,12586,387,0.49 [0.33-0.72],0.000346446629244
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,NCS1,Neuronal calcium sensor 1,14519,442,1.61 [1.21-2.15],0.0009981752629899
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,NELL1,Protein kinase C-binding protein NELL1,14452,439,0.71 [0.58-0.87],0.000795183767446
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,NELL2,Protein kinase C-binding protein NELL2,14458,437,0.42 [0.31-0.57],1.4208479541829072e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,NRCAM,Neuronal cell adhesion molecule,14392,435,0.49 [0.36-0.67],8.186331723963537e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,OGN,Mimecan,14404,442,1.40 [1.15-1.69],0.0006861212260013
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,PRELP,Prolargin,14387,437,2.22 [1.54-3.22],2.071571738179837e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,PTPRZ1,Receptor-type tyrosine-protein phosphatase zeta,12621,384,0.58 [0.43-0.78],0.0002844457185036
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,ROBO2,Roundabout homolog 2,14510,446,0.55 [0.38-0.77],0.0006863881674457
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,SCRG1,Scrapie-responsive protein 1,12621,384,2.08 [1.49-2.90],1.624708774898238e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,SCT,Secretin,12279,380,0.69 [0.56-0.86],0.0008751581407679
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,SEZ6L,Seizure 6-like protein,14452,439,0.60 [0.44-0.81],0.0009551405865518
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,SPP1,Osteopontin,14560,443,1.49 [1.25-1.79],1.2777859311999729e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,TCN1,Transcobalamin-1,12359,385,0.56 [0.41-0.76],0.0001897462245611
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,TREM2,Triggering receptor expressed on myeloid cells 2,14387,437,1.39 [1.18-1.63],5.845196813763514e-05
