Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter II Neoplasms,Benign neoplasm of other and unspecified endocrine glands,51234,210,0.42 [0.24-0.74],0.0023201386542085
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",40826,102,7.73 [4.17-14.31],8.131416024149176e-11
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter II Neoplasms,Lung cancer and mesothelioma,35558,656,0.65 [0.47-0.90],0.0097442220714737
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter II Neoplasms,Lymphoid leukaemia,40827,103,7.73 [4.20-14.23],5.1504393262093546e-11
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,49698,5764,1.16 [1.04-1.30],0.0092026225739942
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,50629,2367,1.43 [1.20-1.71],4.9552300169176254e-05
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,50142,126,0.36 [0.18-0.72],0.0041428989930147
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,50901,549,1.66 [1.16-2.38],0.0057313235949546
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",50808,456,1.73 [1.16-2.56],0.006583903985197
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of calcium metabolism,39595,563,0.59 [0.42-0.83],0.0027649038550081
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,39152,120,3.51 [1.68-7.33],0.0008292489762784
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,51124,646,0.59 [0.43-0.81],0.0012989787537426
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,50750,272,0.43 [0.30-0.61],2.877826194866927e-06
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperparathyroidism,50733,255,0.43 [0.30-0.62],6.1873482280075454e-06
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter IV Endocrine, nutritional and metabolic diseases",Other disorders of glucose regulation and pancreatic internal secretion,51258,457,2.18 [1.48-3.22],8.369139100098331e-05
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,46666,307,3.81 [2.48-5.85],1.064125533199736e-09
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with ophthalmic complications,4485,502,1.89 [1.30-2.75],0.0008203869372357
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,46483,124,4.22 [1.98-9.01],0.0001922724345434
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,50008,3649,1.85 [1.61-2.13],9.663318256710916e-18
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,31802,3792,0.79 [0.69-0.91],0.0011294768852848
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter IX Diseases of the circulatory system,"Hypertension, portal",50938,153,3.77 [2.00-7.10],3.979249316626395e-05
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter IX Diseases of the circulatory system,"Ischaemic Stroke, excluding all haemorrhages",50538,1113,0.72 [0.56-0.92],0.0095022049000526
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter IX Diseases of the circulatory system,Oesophageal varices,48114,105,3.46 [1.63-7.34],0.0012520870522593
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,48752,108,3.00 [1.34-6.73],0.0075642027481234
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",51043,717,0.60 [0.44-0.82],0.0011856853928839
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter V Mental and behavioural disorders,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",50950,848,0.61 [0.46-0.81],0.0007155833691301
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter VI Diseases of the nervous system,Extrapyramidal and movement disorders,51199,1195,0.71 [0.56-0.91],0.0058986107655659
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter VI Diseases of the nervous system,Falls/tendency to fall,50097,5139,0.82 [0.73-0.92],0.0006548424291397
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter VI Diseases of the nervous system,Neurological diseases,48349,7482,0.86 [0.78-0.95],0.0025143137580438
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter VI Diseases of the nervous system,Parkinson's disease,51237,847,0.67 [0.51-0.89],0.006391701000404
GALNT7,N-acetylgalactosaminyltransferase 7,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Background diabetic retinopathy,50937,463,3.74 [2.59-5.40],1.915476491386283e-12
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",37869,3494,0.74 [0.64-0.85],2.6967807513707165e-05
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",38344,3442,0.74 [0.64-0.85],2.777227638804909e-05
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter X Diseases of the respiratory system,Bacterial pneumonia (organism specified),50470,274,0.42 [0.26-0.69],0.000548932033914
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter X Diseases of the respiratory system,"Bacterial pneumonia, not elsewhere classified",47195,163,0.55 [0.36-0.83],0.0042753217332829
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter X Diseases of the respiratory system,"Bronchitis, not specified as acute or chronic",43879,115,0.33 [0.15-0.69],0.0031958382935277
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,49274,5510,0.77 [0.69-0.86],6.016128783176513e-06
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,47175,10434,0.86 [0.79-0.94],0.0004768703976536
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter X Diseases of the respiratory system,Lung diseases due to external agents,51258,658,0.65 [0.47-0.90],0.0097092722978284
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter XI Diseases of the digestive system,Dental caries,49814,461,0.51 [0.35-0.74],0.0004484713995914
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter XI Diseases of the digestive system,Intestinal adhesions without obstruction,36266,188,0.46 [0.25-0.83],0.009765220111676
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter XI Diseases of the digestive system,Other diseases of liver,50736,1374,1.43 [1.14-1.79],0.002071088285873
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter XI Diseases of the digestive system,Toxic colitis,47888,110,3.20 [1.53-6.68],0.0020102492773039
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter XII Diseases of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,48193,6348,0.87 [0.78-0.96],0.007557319883417
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,36677,1198,0.72 [0.57-0.92],0.0072912139844854
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",51134,1183,0.67 [0.53-0.85],0.0010935333425479
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies,50510,3398,0.79 [0.68-0.91],0.0011928565099471
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,49332,2220,0.70 [0.59-0.84],0.0001054367277961
GALNT7,N-acetylgalactosaminyltransferase 7,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other disorders of bone density and structure,47868,756,0.64 [0.47-0.87],0.0038308291444113
