Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SV2A,Synaptic vesicle glycoprotein 2A,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,37164,359,1.21 [1.05-1.41],0.010091096100566
SV2A,Synaptic vesicle glycoprotein 2A,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,28485,1287,1.17 [1.07-1.27],0.0002913750153275
SV2A,Synaptic vesicle glycoprotein 2A,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,37661,100,1.30 [1.00-1.69],0.0466129288926122
SV2A,Synaptic vesicle glycoprotein 2A,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,42599,116,0.66 [0.48-0.93],0.0158150840500665
SV2A,Synaptic vesicle glycoprotein 2A,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,41022,906,1.11 [1.01-1.23],0.0367695349671036
SV2A,Synaptic vesicle glycoprotein 2A,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,40299,911,1.21 [1.09-1.34],0.0001856250787898
SV2A,Synaptic vesicle glycoprotein 2A,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,40273,885,1.21 [1.09-1.34],0.0002160868804972
SV2A,Synaptic vesicle glycoprotein 2A,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of choroid and retina,41827,344,1.17 [1.00-1.36],0.0479755019835321
SV2A,Synaptic vesicle glycoprotein 2A,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,30776,5448,1.09 [1.03-1.14],0.0013757822844021
SV2A,Synaptic vesicle glycoprotein 2A,Chapter IX Diseases of the circulatory system,"Hypertension, essential",32446,3736,1.09 [1.03-1.16],0.0017164813269919
SV2A,Synaptic vesicle glycoprotein 2A,Chapter IX Diseases of the circulatory system,Hypertension,32488,3778,1.09 [1.03-1.16],0.001680409480847
SV2A,Synaptic vesicle glycoprotein 2A,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,39378,1553,1.09 [1.00-1.18],0.0438825592203368
SV2A,Synaptic vesicle glycoprotein 2A,Chapter IX Diseases of the circulatory system,Other arrhythmias,36240,114,1.28 [1.01-1.63],0.0444280551148075
SV2A,Synaptic vesicle glycoprotein 2A,Chapter IX Diseases of the circulatory system,"Heart failure, strict",41748,352,1.27 [1.10-1.47],0.0008914419505823
SV2A,Synaptic vesicle glycoprotein 2A,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,34778,3510,1.07 [1.01-1.13],0.0164690815861034
SV2A,Synaptic vesicle glycoprotein 2A,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,41964,438,1.19 [1.04-1.36],0.0121282272872609
SV2A,Synaptic vesicle glycoprotein 2A,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,41957,431,1.20 [1.05-1.37],0.0080206249207036
SV2A,Synaptic vesicle glycoprotein 2A,Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,42140,1038,1.11 [1.01-1.21],0.0314770570099173
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XI Diseases of the digestive system,Oesophagitis,33276,581,1.15 [1.02-1.30],0.0207115486970941
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,41887,1285,1.11 [1.02-1.21],0.0114293999790117
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,41657,1055,1.14 [1.04-1.24],0.0055106258539713
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,41645,1043,1.13 [1.03-1.24],0.0076358461259342
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,39225,2056,1.11 [1.04-1.19],0.002067816387907
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,30431,259,1.25 [1.06-1.47],0.0083803657747883
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",42801,248,1.29 [1.09-1.52],0.0027028620044873
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,42818,227,1.31 [1.10-1.55],0.0019489102953752
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,30536,364,0.83 [0.70-1.00],0.0450105467816907
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of synovium and tendon,37699,530,1.17 [1.03-1.32],0.0150865344590758
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,37339,170,1.39 [1.16-1.68],0.0004641947395624
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,42814,112,1.48 [1.20-1.83],0.0002473588071757
SV2A,Synaptic vesicle glycoprotein 2A,Chapter XIV Diseases of the genitourinary system,Unspecified/other endometriosis,17603,83,1.33 [1.02-1.74],0.0345385316931188
SV2A,Synaptic vesicle glycoprotein 2A,"Chapter XV Pregnancy, childbirth and the puerperium",Haemorrhage in early pregnancy,23287,107,0.69 [0.49-0.98],0.0359109823946671
