Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
TPK1,Thiamin pyrophosphokinase 1,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),43412,5414,1.29 [1.18-1.42],5.6053631512039415e-08
TPK1,Thiamin pyrophosphokinase 1,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,39647,1796,1.59 [1.35-1.86],1.840420710053524e-08
TPK1,Thiamin pyrophosphokinase 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,43451,4921,1.38 [1.25-1.52],1.2463686004443823e-10
TPK1,Thiamin pyrophosphokinase 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,43860,2617,1.46 [1.28-1.67],2.508447288183628e-08
TPK1,Thiamin pyrophosphokinase 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,40787,266,0.33 [0.22-0.50],7.624392226617204e-08
TPK1,Thiamin pyrophosphokinase 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,43722,3201,0.59 [0.52-0.67],5.268465169435193e-17
TPK1,Thiamin pyrophosphokinase 1,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,29691,168,7.01 [4.48-10.98],1.640543501036878e-17
TPK1,Thiamin pyrophosphokinase 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Background diabetic retinopathy,44505,394,0.44 [0.33-0.57],1.0921494061591478e-09
TPK1,Thiamin pyrophosphokinase 1,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,42481,510,3.80 [2.86-5.06],5.2246084805500915e-20
TPK1,Thiamin pyrophosphokinase 1,Chapter X Diseases of the respiratory system,Interstitial lung disease,42539,568,4.09 [3.13-5.35],9.962898856417794e-25
TPK1,Thiamin pyrophosphokinase 1,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,44616,706,3.39 [2.66-4.31],3.741975625833396e-23
TPK1,Thiamin pyrophosphokinase 1,Chapter XI Diseases of the digestive system,Coeliac disease,42024,210,5.91 [3.92-8.91],2.4139344064762173e-17
TPK1,Thiamin pyrophosphokinase 1,Chapter XI Diseases of the digestive system,Intestinal malabsorption,42062,248,5.14 [3.49-7.57],1.1398654294366283e-16
TPK1,Thiamin pyrophosphokinase 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,40755,9728,1.22 [1.14-1.31],1.6268506340402136e-08
TPK1,Thiamin pyrophosphokinase 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,34744,3717,1.37 [1.22-1.53],5.127619997663871e-08
TPK1,Thiamin pyrophosphokinase 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,44130,622,2.11 [1.61-2.77],7.917338927220527e-08
TPK1,Thiamin pyrophosphokinase 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,35305,4278,1.35 [1.22-1.50],1.7945809994096518e-08
TPK1,Thiamin pyrophosphokinase 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,31815,788,1.96 [1.54-2.49],4.219915405325824e-08
TPK1,Thiamin pyrophosphokinase 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sicca syndrome [Sjgren],43673,165,5.32 [3.29-8.60],8.408425512024825e-12
TPK1,Thiamin pyrophosphokinase 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,43760,252,5.17 [3.52-7.59],5.849532315502156e-17
TPK1,Thiamin pyrophosphokinase 1,Chapter XIV Diseases of the genitourinary system,Acute renal failure,43169,2588,1.82 [1.59-2.08],1.0664894250050113e-18
TPK1,Thiamin pyrophosphokinase 1,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,42910,2329,2.39 [2.08-2.74],1.8096445991383883e-34
TPK1,Thiamin pyrophosphokinase 1,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,44440,109,6.10 [3.42-10.87],8.33202408987696e-10
TPK1,Thiamin pyrophosphokinase 1,Chapter XIV Diseases of the genitourinary system,Dialysis,40692,111,15.77 [9.93-25.05],1.472930391770555e-31
TPK1,Thiamin pyrophosphokinase 1,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,44415,4366,1.82 [1.64-2.02],3.981544655090406e-30
