Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,18243,765,1.14 [1.09-1.19],1.3231619374393914e-08
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter V Mental and behavioural disorders,Any mental disorder,23122,613,1.17 [1.12-1.23],3.526738262609133e-11
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",22891,382,1.25 [1.18-1.32],9.86141433439636e-14
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter V Mental and behavioural disorders,Depression,25417,341,1.22 [1.15-1.30],2.8152465524288275e-10
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter V Mental and behavioural disorders,Depression or dysthymia,22671,300,1.20 [1.12-1.28],5.896015845475061e-08
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,22256,2096,1.10 [1.07-1.13],1.3227406488431413e-12
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,24460,1161,1.14 [1.10-1.18],1.2866834779752045e-13
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",25353,1001,1.12 [1.08-1.16],4.5004441545873335e-09
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter X Diseases of the respiratory system,Asthma,20347,1001,1.15 [1.10-1.19],2.2236858284073817e-12
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",20160,1001,1.15 [1.11-1.19],1.5783706596323105e-12
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",20332,986,1.15 [1.10-1.19],4.372449109752768e-12
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,18987,5989,1.06 [1.04-1.08],4.074591242805028e-08
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,27100,89,1.79 [1.59-2.01],3.1031477410450197e-22
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,27073,62,2.30 [1.99-2.66],3.266390342103841e-29
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified psoriasis,27059,48,2.24 [1.90-2.64],6.282857906670246e-22
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,26576,221,1.26 [1.17-1.36],1.769246946280968e-09
DEFB4A_DEFB4B,Beta-defensin 4A,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,26448,93,1.39 [1.23-1.55],2.76542116903392e-08
