Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
DLL4,Delta-like protein 4,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,38233,635,1.08 [1.01-1.16],0.0324995055109313
DLL4,Delta-like protein 4,Chapter I Certain infectious and parasitic diseases,Viral agents as the cause of diseases classified to other chapters,41101,450,1.11 [1.03-1.20],0.0060717377430885
DLL4,Delta-like protein 4,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",34729,89,0.41 [0.24-0.69],0.0009335322568941
DLL4,Delta-like protein 4,Chapter II Neoplasms,Lymphoid leukaemia,34728,88,0.44 [0.26-0.74],0.0022138121983486
DLL4,Delta-like protein 4,Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",34838,198,1.14 [1.04-1.26],0.0066032449867749
DLL4,Delta-like protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of calcium metabolism,33803,460,0.86 [0.74-0.99],0.0354650256967184
DLL4,Delta-like protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Nontoxic multinodular goitre,40222,74,0.53 [0.31-0.92],0.0245641416180148
DLL4,Delta-like protein 4,Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,41620,166,1.15 [1.03-1.27],0.0092423841721178
DLL4,Delta-like protein 4,Chapter IX Diseases of the circulatory system,"Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere",42134,993,1.07 [1.01-1.13],0.0144176025749812
DLL4,Delta-like protein 4,Chapter IX Diseases of the circulatory system,Phlebitis and thrombophlebitis (not including DVT),41424,576,1.08 [1.00-1.16],0.0410510956733862
DLL4,Delta-like protein 4,Chapter IX Diseases of the circulatory system,Pulmonary embolism,42754,785,1.07 [1.01-1.14],0.026544554585736
DLL4,Delta-like protein 4,Chapter IX Diseases of the circulatory system,Venous thromboembolism,43211,1239,1.08 [1.03-1.14],0.0016297818698669
DLL4,Delta-like protein 4,Chapter VI Diseases of the nervous system,Other neurological diseases,43399,856,1.08 [1.02-1.15],0.0075683859059901
DLL4,Delta-like protein 4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other and unspecified visual disturbances,42714,228,1.12 [1.01-1.24],0.0279748587230223
DLL4,Delta-like protein 4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ptosis of eyelid,42025,204,1.16 [1.05-1.27],0.0033565725746385
DLL4,Delta-like protein 4,Chapter VIII Diseases of the ear and mastoid process,Benign paroxysmal vertigo,43221,148,1.15 [1.03-1.29],0.0167283422824417
DLL4,Delta-like protein 4,Chapter VIII Diseases of the ear and mastoid process,Other disorders of ear,43423,1470,0.93 [0.87-1.00],0.0400594537244819
DLL4,Delta-like protein 4,Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,43008,1055,0.91 [0.83-0.99],0.0262050031450307
DLL4,Delta-like protein 4,Chapter X Diseases of the respiratory system,"Bronchitis, not specified as acute or chronic",37247,95,1.20 [1.06-1.36],0.0044606197423985
DLL4,Delta-like protein 4,Chapter X Diseases of the respiratory system,"Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified",41760,623,1.08 [1.01-1.16],0.0240257067126798
DLL4,Delta-like protein 4,Chapter X Diseases of the respiratory system,Early onset COPD,41813,545,1.10 [1.03-1.18],0.0075425203668918
DLL4,Delta-like protein 4,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,41337,501,1.11 [1.03-1.19],0.004787092996587
DLL4,Delta-like protein 4,Chapter X Diseases of the respiratory system,Interstitial lung disease,41393,557,1.11 [1.04-1.19],0.0013571713674909
DLL4,Delta-like protein 4,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,43429,691,1.08 [1.02-1.16],0.0145149753334653
DLL4,Delta-like protein 4,Chapter X Diseases of the respiratory system,Viral pneumonia,40473,404,1.14 [1.06-1.23],0.0002888075947257
DLL4,Delta-like protein 4,Chapter X Diseases of the respiratory system,"Viral pneumonia (unknown virus, not influenza)",42942,333,1.16 [1.08-1.25],0.0001092078835692
DLL4,Delta-like protein 4,Chapter XI Diseases of the digestive system,Diverticular disease of intestine,36066,5310,0.96 [0.93-1.00],0.0298251697091552
DLL4,Delta-like protein 4,Chapter XI Diseases of the digestive system,Embedded and impacted teeth,43453,87,1.16 [1.00-1.35],0.045813531064422
DLL4,Delta-like protein 4,Chapter XI Diseases of the digestive system,Impacted teeth,43464,82,1.17 [1.01-1.36],0.0364849637878348
