Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
PXN,Paxillin,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,23571,191,1.65 [1.37-1.99],1.3019676453640837e-07
PXN,Paxillin,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,18020,748,1.35 [1.20-1.52],5.094144313025845e-07
PXN,Paxillin,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,23811,62,1.82 [1.38-2.39],1.9847573389841417e-05
PXN,Paxillin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,26749,105,1.75 [1.41-2.16],4.030417356088256e-07
PXN,Paxillin,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,22482,893,1.31 [1.17-1.46],1.7464170080467795e-06
PXN,Paxillin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,25575,397,1.38 [1.18-1.61],5.133027704184752e-05
PXN,Paxillin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,25567,389,1.38 [1.18-1.62],5.951877943868208e-05
PXN,Paxillin,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,19946,2735,1.19 [1.10-1.27],3.899984598700452e-06
PXN,Paxillin,Chapter IX Diseases of the circulatory system,"Hypertension, essential",20957,2019,1.18 [1.09-1.28],4.286613967364121e-05
PXN,Paxillin,Chapter IX Diseases of the circulatory system,Hypertension,20979,2041,1.19 [1.10-1.29],3.056286755005308e-05
PXN,Paxillin,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,18985,47,2.01 [1.50-2.68],2.418961789649895e-06
PXN,Paxillin,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,16454,272,1.46 [1.22-1.74],2.5197469646031466e-05
PXN,Paxillin,Chapter X Diseases of the respiratory system,Other diseases of pleura,25379,189,1.51 [1.25-1.83],1.8842598608104288e-05
PXN,Paxillin,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,25945,87,1.76 [1.38-2.24],3.981948749253278e-06
PXN,Paxillin,Chapter XI Diseases of the digestive system,Diseases of the digestive system,25714,301,1.44 [1.23-1.68],6.793618367739175e-06
PXN,Paxillin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,18531,208,1.60 [1.34-1.91],2.221176466953219e-07
PXN,Paxillin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,18829,506,1.33 [1.16-1.52],5.5152512535467365e-05
PXN,Paxillin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",26512,199,1.58 [1.32-1.88],4.815192686421352e-07
PXN,Paxillin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,26528,181,1.60 [1.33-1.92],5.890743039625276e-07
PXN,Paxillin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,26167,90,1.72 [1.36-2.19],8.351648037816504e-06
PXN,Paxillin,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,24673,195,1.60 [1.33-1.92],7.375689833691663e-07
PXN,Paxillin,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,24852,44,1.96 [1.43-2.68],3.1683910991455694e-05
