Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
FGF19,Fibroblast growth factor 19,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Folate deficiency anaemia,21540,73,1.64 [1.26-2.14],0.0002328944184114
FGF19,Fibroblast growth factor 19,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Idiopathic thrombocytopenic purpura,22804,65,0.67 [0.51-0.89],0.0055214445327529
FGF19,Fibroblast growth factor 19,"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,21764,104,1.49 [1.19-1.86],0.0004034096963981
FGF19,Fibroblast growth factor 19,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,21773,113,1.42 [1.14-1.76],0.0014576449437755
FGF19,Fibroblast growth factor 19,"Chapter IV Endocrine, nutritional and metabolic diseases",Fluid overload,15532,389,1.20 [1.07-1.34],0.0019319542714783
FGF19,Fibroblast growth factor 19,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,20464,187,0.74 [0.63-0.87],0.000320080258145
FGF19,Fibroblast growth factor 19,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,22429,2152,0.89 [0.85-0.94],3.589046250620759e-06
FGF19,Fibroblast growth factor 19,Chapter IX Diseases of the circulatory system,Cardiomyopathy,17202,207,1.24 [1.06-1.45],0.0073514030622844
FGF19,Fibroblast growth factor 19,Chapter IX Diseases of the circulatory system,"Cardiomyopathy, other and unspecified",17107,112,1.46 [1.18-1.80],0.0005302072310301
FGF19,Fibroblast growth factor 19,Chapter IX Diseases of the circulatory system,"Heart failure, strict",22990,1679,1.09 [1.03-1.15],0.0019738954172181
FGF19,Fibroblast growth factor 19,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,12172,209,1.29 [1.11-1.51],0.0012384903728327
FGF19,Fibroblast growth factor 19,Chapter IX Diseases of the circulatory system,Hypotension,23093,1662,1.11 [1.05-1.17],0.0004464214677854
FGF19,Fibroblast growth factor 19,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",23196,334,1.24 [1.10-1.41],0.0006773721672202
FGF19,Fibroblast growth factor 19,Chapter V Mental and behavioural disorders,Any mental disorder,22743,4245,1.06 [1.02-1.09],0.0021485375126709
FGF19,Fibroblast growth factor 19,Chapter V Mental and behavioural disorders,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",23167,393,1.25 [1.12-1.40],0.0001270612898478
FGF19,Fibroblast growth factor 19,Chapter V Mental and behavioural disorders,Smoking dependency,22763,1187,1.11 [1.04-1.19],0.002597071370209
FGF19,Fibroblast growth factor 19,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",19957,1459,1.11 [1.04-1.18],0.0006814187616721
FGF19,Fibroblast growth factor 19,Chapter VI Diseases of the nervous system,Migraine,21729,283,1.26 [1.10-1.44],0.0009072358396446
FGF19,Fibroblast growth factor 19,Chapter VI Diseases of the nervous system,"Migraine, unspecified, drug-induced",23229,259,1.28 [1.11-1.47],0.0007539187610184
FGF19,Fibroblast growth factor 19,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Background diabetic retinopathy,23021,268,0.81 [0.70-0.93],0.0022927189578154
FGF19,Fibroblast growth factor 19,Chapter VIII Diseases of the ear and mastoid process,Other disorders of ear,23169,1249,1.09 [1.02-1.16],0.0080190616225021
FGF19,Fibroblast growth factor 19,Chapter VIII Diseases of the ear and mastoid process,Other specified/unspecified hearing loss,22867,947,1.11 [1.03-1.19],0.0055869150605863
FGF19,Fibroblast growth factor 19,Chapter XI Diseases of the digestive system,Acute peritonitis,22780,113,1.38 [1.12-1.71],0.0027021914190797
FGF19,Fibroblast growth factor 19,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthrosis,14868,847,1.13 [1.05-1.22],0.0021705099220055
FGF19,Fibroblast growth factor 19,Chapter XIV Diseases of the genitourinary system,Dialysis,19573,98,1.63 [1.30-2.04],2.080654291180095e-05
FGF19,Fibroblast growth factor 19,Chapter XIV Diseases of the genitourinary system,Urolithiasis,23033,397,0.84 [0.74-0.94],0.0019993096881491
