Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GGH,Gamma-glutamyl hydrolase,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",25965,428,1.48 [1.17-1.87],0.0009344950789482
GGH,Gamma-glutamyl hydrolase,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,25836,299,1.64 [1.26-2.14],0.000286549925921
GGH,Gamma-glutamyl hydrolase,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",22821,667,1.57 [1.30-1.89],3.0255464580587475e-06
GGH,Gamma-glutamyl hydrolase,Chapter V Mental and behavioural disorders,Any mental disorder,23000,611,1.42 [1.17-1.74],0.0004973005559433
GGH,Gamma-glutamyl hydrolase,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",22767,378,1.63 [1.28-2.08],6.832269400978643e-05
GGH,Gamma-glutamyl hydrolase,Chapter V Mental and behavioural disorders,Depression,25305,336,1.62 [1.26-2.09],0.0001998458095235
GGH,Gamma-glutamyl hydrolase,Chapter V Mental and behavioural disorders,Depression or dysthymia,22550,293,1.71 [1.31-2.24],7.078173058426078e-05
GGH,Gamma-glutamyl hydrolase,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,25956,414,1.62 [1.29-2.04],4.175518313322582e-05
GGH,Gamma-glutamyl hydrolase,Chapter VI Diseases of the nervous system,Epilepsy,25674,132,2.18 [1.55-3.06],8.380776469738852e-06
GGH,Gamma-glutamyl hydrolase,Chapter X Diseases of the respiratory system,Pleural effusion,25453,85,2.07 [1.36-3.14],0.0006696313674981
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,18871,5935,1.45 [1.34-1.58],1.6357228064143744e-18
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",22687,2297,1.40 [1.25-1.56],3.364592278433279e-09
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,21116,726,1.53 [1.27-1.83],4.668823436951146e-06
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,Hernia,24408,1175,1.41 [1.21-1.64],9.979531189496452e-06
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,24173,940,1.43 [1.21-1.70],2.9084478205699297e-05
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",26937,63,2.30 [1.45-3.65],0.0003966949927048
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",27212,89,2.13 [1.41-3.23],0.0003649854590105
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,Crohn disease,25392,89,2.13 [1.41-3.21],0.0003163372008757
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,Diseases of peritoneum,26764,124,1.90 [1.30-2.77],0.0008995297599105
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,Diseases of liver,26493,101,2.35 [1.63-3.39],4.077341857703917e-06
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,Other diseases of liver,26442,50,2.43 [1.49-3.96],0.000370936406114
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",25725,867,1.78 [1.51-2.09],2.6694465335065987e-12
GGH,Gamma-glutamyl hydrolase,Chapter XI Diseases of the digestive system,Cholelithiasis,25582,724,1.87 [1.58-2.23],1.0573376763343765e-12
