Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",EFNA1,Ephrin-A1,50612,1109,1.60 [1.34-1.92],3.004816848473012e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",FAS,Tumor necrosis factor receptor superfamily member 6,51141,1117,1.32 [1.16-1.50],2.744207048615218e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,44062,947,1.20 [1.10-1.30],1.7688357972621568e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",FGF23,Fibroblast growth factor 23,51031,1115,1.18 [1.09-1.28],4.236760674626908e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",FSTL3,Follistatin-related protein 3,50578,1111,1.49 [1.27-1.75],9.836103500046314e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",GAST,Gastrin,43953,948,1.11 [1.06-1.16],2.2134609134495734e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",GDF15,Growth/differentiation factor 15,51308,1122,1.44 [1.31-1.58],2.1636592521381874e-14
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",GRPEL1,"GrpE protein homolog 1, mitochondrial",50460,1107,1.21 [1.12-1.32],3.186968738429101e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",HAVCR1,Hepatitis A virus cellular receptor 1,51042,1116,1.21 [1.11-1.31],4.458911435012585e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",HAVCR2,Hepatitis A virus cellular receptor 2,50696,1112,1.46 [1.26-1.69],4.168139409430521e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",HGF,Hepatocyte growth factor,51242,1117,1.37 [1.19-1.59],1.889679789847449e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ICAM1,Intercellular adhesion molecule 1,50468,1105,1.53 [1.28-1.82],2.0651330014874667e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",IFNL1,Interferon lambda-1,49511,1071,1.33 [1.19-1.48],3.057421190528193e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",IGFBP4,Insulin-like growth factor-binding protein 4,50051,1096,1.41 [1.26-1.58],3.434550241009322e-09
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",IGFBP7,Insulin-like growth factor-binding protein 7,51308,1122,1.41 [1.20-1.65],1.895439131352152e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",IL10RB,Interleukin-10 receptor subunit beta,50901,1117,1.63 [1.39-1.92],3.0520483182065595e-09
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",IL18,Interleukin-18,50488,1110,1.25 [1.12-1.40],4.423747296526315e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",IL18R1,Interleukin-18 receptor 1,51242,1117,1.39 [1.19-1.62],3.1346313782848643e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",IL1RN,Interleukin-1 receptor antagonist protein,50569,1110,1.20 [1.10-1.31],2.8660034989486965e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",IL2RA,Interleukin-2 receptor subunit alpha,50319,1106,1.30 [1.15-1.48],3.5871667079480145e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",IL6,Interleukin-6,50460,1107,1.20 [1.13-1.27],1.3444752164888235e-09
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",INHBB,Inhibin beta B chain,43098,930,1.32 [1.17-1.48],4.060050160188684e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ITGBL1,Integrin beta-like protein 1,44069,950,1.41 [1.21-1.65],1.3108422338277676e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,50655,1114,1.39 [1.24-1.56],2.335778403484424e-08
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",LILRA2,Leukocyte immunoglobulin-like receptor subfamily A member 2,50696,1112,1.36 [1.17-1.58],5.2082566518848245e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,50615,1104,1.65 [1.40-1.94],1.3769856909283426e-09
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,49740,1093,1.33 [1.18-1.50],2.3461100470542406e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",LRP11,Low-density lipoprotein receptor-related protein 11,50691,1104,1.35 [1.17-1.56],5.426679400191128e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",LTBR,Tumor necrosis factor receptor superfamily member 3,50407,1108,1.60 [1.35-1.91],1.3410469692578806e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",MARCO,Macrophage receptor MARCO,50691,1104,1.64 [1.34-2.01],1.3923524791691077e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",MPO,Myeloperoxidase,50696,1112,1.23 [1.11-1.37],9.349845658427206e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",MSR1,Macrophage scavenger receptor types I and II,51127,1111,1.31 [1.17-1.47],4.012692230277024e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",MZB1,Marginal zone B- and B1-cell-specific protein,50818,1116,1.23 [1.11-1.35],5.583179800869232e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",NECTIN2,Nectin-2,50615,1104,1.63 [1.37-1.93],2.2346402516070784e-08
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",NOS3,"Nitric oxide synthase, endothelial",49511,1071,1.20 [1.10-1.32],6.703686363171504e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",NT5C1A,Cytosolic 5'-nucleotidase 1A,43953,948,1.47 [1.26-1.73],2.065913627447664e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",OCLN,Occludin,43979,950,1.31 [1.14-1.49],9.744166694603576e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",OMG,Oligodendrocyte-myelin glycoprotein,50460,1107,0.84 [0.78-0.91],2.329711138835236e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",PALM2,Paralemmin-2,43953,948,1.37 [1.18-1.60],4.49993792609083e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",PDCD1,Programmed cell death protein 1,51032,1115,1.28 [1.14-1.44],2.738921216709702e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",PIGR,Polymeric immunoglobulin receptor,50044,1102,1.34 [1.17-1.55],3.333132936068891e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,50696,1112,1.49 [1.24-1.79],2.446098826088408e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",PILRA,Paired immunoglobulin-like type 2 receptor alpha,50696,1112,1.29 [1.14-1.47],8.148146272226498e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",PLA2G15,Phospholipase A2 group XV,50836,1108,1.68 [1.39-2.04],8.542141677209138e-08
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",PLAUR,Urokinase plasminogen activator surface receptor,50325,1103,1.65 [1.37-1.98],1.073369443593758e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",PRAP1,Proline-rich acidic protein 1,44069,950,1.38 [1.18-1.61],4.3466908889331087e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",RBFOX3,RNA binding protein fox-1 homolog 3,43979,950,1.39 [1.21-1.60],3.3607175577415307e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",RELT,Tumor necrosis factor receptor superfamily member 19L,50696,1112,1.57 [1.31-1.87],9.244453269220016e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",RNASET2,Ribonuclease T2,51068,1108,1.52 [1.26-1.83],1.0683590355936277e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",SDC1,Syndecan-1,50691,1104,1.29 [1.14-1.46],7.638589009042021e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",SEPTIN8,Septin-8,43872,946,1.47 [1.24-1.74],7.538788011110688e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",SERPINA11,Serpin A11,51308,1122,1.33 [1.17-1.51],1.5233295908278506e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",SHISA5,Protein shisa-5,44069,950,1.54 [1.25-1.90],6.201993116535223e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",SIGLEC1,Sialoadhesin,50901,1117,1.30 [1.15-1.47],2.8853405155838468e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",SIRPB1,Signal-regulatory protein beta-1,50572,1113,1.32 [1.18-1.48],1.481145395655842e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",SMPD1,Sphingomyelin phosphodiesterase,50876,1105,1.30 [1.17-1.44],6.682386957525171e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",SPON2,Spondin-2,50447,1100,1.52 [1.31-1.77],4.2560992451629336e-08
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TFAP2A,Transcription factor AP-2-alpha,42633,921,1.22 [1.11-1.33],1.7018393139487177e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TFF2,Trefoil factor 2,50821,1116,1.20 [1.10-1.31],3.493448759451176e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TGFA,Protransforming growth factor alpha,50617,1102,1.26 [1.14-1.41],1.6906843275571124e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TGFBR2,TGF-beta receptor type-2,50836,1108,1.39 [1.19-1.62],2.7289113678341065e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,50886,1115,1.35 [1.20-1.52],4.968034842781852e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TIMP1,Metalloproteinase inhibitor 1,50139,1096,1.51 [1.26-1.80],6.1004977939331485e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,50293,1095,1.47 [1.27-1.70],3.131294861254997e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TNFRSF14,Tumor necrosis factor receptor superfamily member 14,50738,1115,1.61 [1.37-1.90],1.141231030342143e-08
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,50696,1112,1.70 [1.44-2.01],3.5372572208731256e-10
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,50696,1112,1.41 [1.27-1.57],2.2336290612887518e-10
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TNFRSF4,Tumor necrosis factor receptor superfamily member 4,51159,1114,1.32 [1.15-1.50],5.746897280369348e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,50293,1095,1.23 [1.13-1.35],4.27487237907523e-06
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",TPP1,Tripeptidyl-peptidase 1,50324,1112,1.26 [1.13-1.40],1.6104377159557566e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ULBP2,UL16-binding protein 2,50293,1095,1.34 [1.17-1.53],2.5022028843126084e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",VCAM1,Vascular cell adhesion protein 1,50803,1114,1.48 [1.22-1.78],4.854160517173581e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",VEGFA,Vascular endothelial growth factor A,51075,1110,1.20 [1.10-1.31],5.086116035819358e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",VSIG2,V-set and immunoglobulin domain-containing protein 2,43847,947,1.32 [1.20-1.45],8.650511354886306e-09
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",VSIG4,V-set and immunoglobulin domain-containing protein 4,50629,1109,1.39 [1.22-1.58],3.80854465710134e-07
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",WFDC2,WAP four-disulfide core domain protein 2,48111,1042,1.43 [1.26-1.63],4.4031605753353615e-08
